Date,Hour,City,City_Code,Grid_ID,Consumer_Type,Energy_Consumption_kWh,Renewable_Energy_kWh,Grid_Load_Percentage,Voltage_Level,Power_Outage,Temperature_C,Tariff_Rate,Energy_Cost,Peak_Hour,Smart_Meter_ID
31-01-2025,20,Delhi,DEL,G999,Industrial,186.53,51.96,57.65,220.87,0,32.4,8.4,1566.7,Yes,SM52249
07-01-2025,17,Chandigarh,CHD,G159,Residential,8.48,3.42,40.85,229.96,0,26.59,5.53,46.87,No,SM87659
19-01-2025,11,Kolkata,PUN,G786,Industrial,116.62,42.9,67.14,220.32,0,24.07,6.58,767.67,No,SM98559
18-06-2025,4,Hyderabad,HYD,G322,Commercial,12.67,6.68,59.27,231.02,0,29.17,6.63,84.03,No,SM91034
25-02-2025,18,Mumbai,MUM,G900,Residential,13.15,4.98,51.32,222.69,0,34.84,8.91,117.16,Yes,SM51572
21-01-2025,9,Mumbai,MUM,G998,Industrial,120.64,18.1,50.06,228.08,0,28.29,8.68,1047.56,No,SM85265
26-10-2025,3,Ahmedabad,AMD,G934,Commercial,22.56,12.89,45.26,232.1,0,35.77,5.51,124.28,No,SM36222
04-07-2025,12,Chandigarh,CHD,G790,Residential,7.8,2.92,35.78,231.69,0,25.78,5.67,44.2,No,SM57137
09-04-2025,4,Hyderabad,HYD,G506,Residential,3.51,1.63,55.35,229.84,0,26.62,7.27,25.5,No,SM78117
24-11-2025,7,Mumbai,MUM,G573,Residential,11.57,1.97,38.16,226.73,0,33.74,8.98,103.86,No,SM91417
05-05-2025,5,Mumbai,MUM,G146,Commercial,16.23,5.49,43.62,221.41,0,26.14,8.91,144.61,No,SM26956
06-09-2025,5,Hyderabad,HYD,G900,Industrial,68.44,39.33,56.84,220.63,0,28.17,7.15,489.02,No,SM43058
28-08-2025,9,Delhi,DEL,G987,Residential,11.11,3.67,33.11,234.03,0,28.43,8.09,89.86,No,SM68101
27-08-2025,8,Bangalore,BLR,G707,Industrial,194.17,128.45,58.42,228.78,0,28.83,7.27,1411.01,No,SM36728
27-02-2025,14,Mumbai,MUM,G995,Industrial,138.42,34.28,66.84,227.98,0,28.09,8.59,1189.07,No,SM34011
01-01-2025,20,Kolkata,PUN,G270,Commercial,64.88,23.01,44.59,230.34,0,26.97,6.22,403.5,Yes,SM54929
12-02-2025,18,Hyderabad,HYD,G151,Industrial,305.29,146.24,89.53,227.05,0,27.15,7.39,2254.82,Yes,SM72152
28-08-2025,2,Delhi,DEL,G215,Commercial,30.54,7.67,53.05,223.58,0,32.33,8.16,249.29,No,SM65232
20-05-2025,9,Kolkata,PUN,G816,Residential,10.84,4.29,50.12,232.53,0,25.22,6.36,68.9,No,SM40943
13-11-2025,17,Kolkata,PUN,G391,Residential,5.44,1.63,60.54,224.65,0,25.62,6.32,34.37,No,SM71167
16-08-2025,11,Chandigarh,CHD,G415,Residential,8.47,4.28,43.85,234.81,0,24.17,6.48,54.89,No,SM29289
18-02-2025,18,Hyderabad,HYD,G872,Commercial,78.25,29.84,62.82,224.46,0,33.56,7.48,585.2,Yes,SM95671
08-08-2025,1,Chennai,CHE,G182,Industrial,103.17,64.74,57.32,223.09,0,29.22,7.6,784.5,No,SM68014
01-11-2025,11,Hyderabad,HYD,G123,Industrial,191.5,95.03,54.15,223.57,1,33.2,6.53,1249.93,No,SM71153
23-04-2025,16,Hyderabad,HYD,G240,Residential,7.14,2.69,56.71,225.06,0,32.32,7.14,50.98,No,SM12082
23-06-2025,7,Chandigarh,CHD,G470,Residential,10.31,4.52,59.03,228.73,0,29.52,5.89,60.69,No,SM57648
05-08-2025,21,Mumbai,MUM,G645,Residential,18.33,4.54,50.83,220.72,0,34.31,9.35,171.38,Yes,SM88962
16-03-2025,22,Mumbai,MUM,G915,Residential,13.89,2.21,49.39,229.16,0,31.94,8.68,120.59,Yes,SM59052
22-02-2025,21,Mumbai,MUM,G768,Industrial,366.94,124.95,84.69,220.4,1,30.59,9.33,3423.06,Yes,SM14793
19-01-2025,19,Bangalore,BLR,G993,Residential,17.34,7.84,60.73,226.35,0,28.98,7.08,122.74,Yes,SM27512
10-12-2025,3,Bangalore,BLR,G720,Residential,4.91,2.01,33.49,230.7,0,23.39,7.46,36.6,No,SM31415
12-10-2025,3,Hyderabad,HYD,G637,Residential,2.27,1.16,37.23,231.64,0,26.23,7.29,16.54,No,SM85873
10-05-2025,6,Chandigarh,CHD,G421,Industrial,170.95,64.43,54.1,231,0,29.92,5.68,970.78,No,SM14940
01-04-2025,19,Kolkata,PUN,G378,Industrial,117.69,36.15,63.2,230.95,0,29.74,6.35,747.51,Yes,SM63940
16-12-2025,1,Kolkata,PUN,G321,Industrial,106.42,39.28,43.76,229.07,0,25.15,6.47,688.67,No,SM50974
12-12-2025,23,Delhi,DEL,G270,Commercial,61.35,22.54,57.13,234.86,0,31.14,8.46,518.72,No,SM43878
25-09-2025,4,Chandigarh,CHD,G174,Industrial,94.24,39.47,57.42,224.5,0,27.34,6.17,581.23,No,SM31076
25-03-2025,14,Bangalore,BLR,G747,Commercial,24.31,15.74,49.43,224.73,0,26.67,6.97,169.49,No,SM34536
24-05-2025,2,Ahmedabad,AMD,G193,Residential,3.39,1.64,54.34,226.43,0,30.83,5.6,18.97,No,SM21515
11-10-2025,12,Kolkata,PUN,G313,Industrial,189.14,73.68,66.53,231.73,0,26.28,6.58,1244.11,No,SM10150
22-05-2025,18,Mumbai,MUM,G436,Commercial,78.62,19.76,43.86,225.18,0,31.33,8.95,703.41,Yes,SM74453
08-02-2025,0,Hyderabad,HYD,G492,Commercial,23.28,12.25,42.33,226.1,0,31.25,7.08,164.69,No,SM94529
20-05-2025,5,Bangalore,BLR,G473,Industrial,100.47,58.87,49.05,225.94,0,30.91,7.42,745.41,No,SM33869
05-10-2025,6,Bangalore,BLR,G582,Industrial,118.61,61.51,46.86,228.46,0,26.33,7.43,881.1,No,SM21354
01-02-2025,12,Bangalore,BLR,G491,Industrial,146.21,95.24,61.62,224.39,0,30.83,6.82,997.11,No,SM50577
28-03-2025,5,Delhi,DEL,G788,Residential,4.95,2,52.49,221.6,0,31.48,7.72,38.19,No,SM41250
03-02-2025,3,Mumbai,MUM,G490,Residential,6.57,1.48,31.66,223.12,0,28.28,8.89,58.41,No,SM81939
14-07-2025,9,Delhi,DEL,G289,Residential,9.62,3.21,52.96,227.46,0,27.99,7.93,76.23,No,SM19743
12-09-2025,3,Chandigarh,CHD,G911,Commercial,19.04,6.59,59.9,234.32,0,21.96,6,114.18,No,SM37049
18-05-2025,13,Bangalore,BLR,G943,Residential,13.76,8.01,56.38,230.66,0,23.96,7.01,96.41,No,SM87812
20-06-2025,15,Hyderabad,HYD,G969,Industrial,155.53,89.04,68.55,221.56,0,25.51,6.57,1021.85,No,SM68919
01-02-2025,4,Kolkata,PUN,G654,Commercial,16.63,4.56,47.68,221.02,0,30.27,6.64,110.49,No,SM94296
24-04-2025,22,Mumbai,MUM,G924,Industrial,383.04,113.08,97.3,223.07,0,26.17,9.01,3450.61,Yes,SM11004
27-04-2025,21,Delhi,DEL,G704,Commercial,35.24,7.95,43.52,221.83,0,24.1,7.74,272.74,Yes,SM71935
08-03-2025,13,Chennai,CHE,G300,Residential,8.48,3.17,51.85,234.03,1,26.21,7.7,65.23,No,SM48645
22-10-2025,7,Chandigarh,CHD,G302,Commercial,11.1,3.62,43.11,227.06,0,21.48,5.83,64.74,No,SM28728
06-04-2025,20,Chennai,CHE,G708,Industrial,299.3,104.9,60.93,226.11,0,34.9,7.08,2118.18,Yes,SM30077
12-10-2025,14,Chandigarh,CHD,G622,Industrial,131.76,57.4,53.18,233.2,0,25.3,6.12,806.6,No,SM83264
08-06-2025,12,Chandigarh,CHD,G720,Commercial,26.11,11.45,60.61,234.55,0,28.73,6.03,157.45,No,SM74509
29-11-2025,4,Ahmedabad,AMD,G519,Residential,2.46,1.51,52.25,223.15,0,32.92,6.19,15.24,No,SM97725
24-12-2025,23,Bangalore,BLR,G933,Industrial,168.93,67,65.89,225.71,0,26.06,6.88,1163.08,No,SM69765
19-09-2025,3,Kolkata,PUN,G287,Commercial,22.95,7.91,46.28,221.08,0,29.19,6.49,149.06,No,SM95200
17-06-2025,6,Kolkata,PUN,G996,Commercial,30.78,10.26,43.93,220.96,0,31.1,6.61,203.51,No,SM68891
02-12-2025,4,Ahmedabad,AMD,G948,Residential,6.67,4.16,46.67,231.61,0,30.77,5.83,38.86,No,SM40009
08-11-2025,1,Chennai,CHE,G771,Commercial,29.06,12.34,42.91,230.41,0,28.33,7.06,205.02,No,SM23659
23-01-2025,19,Hyderabad,HYD,G686,Industrial,418.96,169.7,91.9,229.27,0,28.34,6.8,2847.28,Yes,SM86779
27-02-2025,20,Chennai,CHE,G984,Industrial,235.56,91.23,69.56,228.47,0,27.96,7.87,1852.93,Yes,SM88005
17-03-2025,13,Mumbai,MUM,G716,Commercial,16.95,5.31,54.7,233.76,0,32.54,8.7,147.39,No,SM36420
06-04-2025,17,Bangalore,BLR,G459,Residential,7.34,4.09,46.73,220.39,0,21.19,7.28,53.43,No,SM33168
18-08-2025,22,Ahmedabad,AMD,G379,Commercial,72.43,38.48,49.24,221.34,0,34.71,6.24,452.09,Yes,SM81105
20-06-2025,22,Chandigarh,CHD,G991,Commercial,81.28,42.3,64.13,222.27,0,21.67,5.8,471.2,Yes,SM62235
23-04-2025,7,Kolkata,PUN,G429,Industrial,133.35,44.46,62.1,225.46,0,24.78,6.51,868.49,No,SM14004
29-01-2025,8,Chennai,CHE,G820,Residential,8.97,3.83,34.9,231.3,0,32.27,7.31,65.53,No,SM32149
15-07-2025,5,Delhi,DEL,G278,Residential,3.79,1.41,43.38,229.02,0,24.36,7.72,29.31,No,SM76370
15-10-2025,0,Mumbai,MUM,G292,Residential,3.44,1.23,39.34,233.05,0,30.18,9.21,31.68,No,SM43548
30-07-2025,23,Chandigarh,CHD,G574,Industrial,161.53,53.71,75.15,223.1,0,21.8,5.9,953.26,No,SM75039
02-04-2025,15,Bangalore,BLR,G480,Residential,3.38,1.64,38.34,221.61,0,26.67,7.33,24.74,No,SM68409
19-10-2025,22,Chennai,CHE,G466,Residential,5.39,3.3,39.54,224.77,0,28.44,7.24,38.98,Yes,SM10917
30-09-2025,9,Chandigarh,CHD,G709,Residential,7.08,2.71,57.71,230.69,0,21.02,5.84,41.32,No,SM21836
14-05-2025,18,Hyderabad,HYD,G558,Industrial,297.89,134.57,74.79,228.7,0,30.93,7.46,2221.44,Yes,SM38023
04-12-2025,9,Hyderabad,HYD,G258,Industrial,129.02,44.35,66.9,224.52,0,30.36,6.6,851.38,No,SM85637
14-01-2025,6,Hyderabad,HYD,G562,Industrial,114.24,79.03,54.42,234.63,0,27.54,6.95,794.37,No,SM91355
10-08-2025,11,Delhi,DEL,G187,Commercial,31.46,12.24,46.15,228.59,0,32.03,7.57,238.19,No,SM47763
18-04-2025,17,Mumbai,MUM,G476,Industrial,189.89,38.53,50.99,227.24,0,30.67,9.06,1719.89,No,SM48336
04-12-2025,13,Mumbai,MUM,G511,Commercial,35.03,8.62,57.5,220.33,0,32.9,9.2,322.4,No,SM28478
10-07-2025,7,Ahmedabad,AMD,G800,Residential,9.61,6.95,33.96,229.6,0,28.55,5.7,54.82,No,SM62371
06-08-2025,2,Chandigarh,CHD,G731,Commercial,23.04,9.22,37.3,224.06,0,20.53,6.31,145.26,No,SM73112
09-08-2025,15,Ahmedabad,AMD,G761,Commercial,18.86,9.23,41.89,223.02,0,34.99,6.48,122.16,No,SM48596
14-12-2025,18,Delhi,DEL,G538,Residential,10.58,2.47,49.06,226.65,0,27.18,7.85,83.08,Yes,SM63226
03-04-2025,23,Kolkata,PUN,G316,Industrial,163.06,49.36,49.02,227.83,0,25.32,6.24,1016.97,No,SM73088
06-05-2025,16,Hyderabad,HYD,G945,Commercial,43.52,22.56,48.35,228.85,0,33.56,7.19,312.85,No,SM76809
17-08-2025,20,Delhi,DEL,G606,Industrial,350.53,101.53,80.05,230.27,0,30.92,8.27,2899.67,Yes,SM65291
25-02-2025,2,Ahmedabad,AMD,G364,Industrial,50.08,25.32,53.01,228.09,0,36.08,6.28,314.25,No,SM34185
15-10-2025,3,Hyderabad,HYD,G709,Industrial,77.64,37.85,65.76,225.51,0,32.21,6.59,511.63,No,SM76177
22-02-2025,4,Mumbai,MUM,G302,Residential,7.75,2.67,54.78,233.21,0,25.86,8.83,68.45,No,SM36293
02-04-2025,12,Bangalore,BLR,G861,Commercial,22.34,12.04,41.23,226.92,0,26.43,6.92,154.53,No,SM55536
18-09-2025,7,Mumbai,MUM,G623,Commercial,21.14,5.75,53.11,234.2,0,33.96,8.55,180.69,No,SM59873
21-11-2025,13,Chennai,CHE,G884,Industrial,90.52,36.45,65.05,227.97,0,29.04,7.47,676.59,No,SM48011
19-07-2025,6,Hyderabad,HYD,G181,Residential,7.58,3.37,42.76,230.99,0,27.55,7.4,56.08,No,SM42590
17-07-2025,4,Delhi,DEL,G688,Residential,8.15,3.26,49.81,225.13,0,23.53,7.86,64.02,No,SM66390
27-06-2025,19,Mumbai,MUM,G609,Industrial,377.46,104.68,71.75,229.7,1,30.13,9.01,3402.44,Yes,SM78297
15-01-2025,4,Kolkata,PUN,G382,Residential,5.55,1.59,42.53,220.32,0,24.02,6.63,36.78,No,SM86939
16-02-2025,23,Hyderabad,HYD,G297,Industrial,170.99,64.54,53.1,233.35,0,24.21,6.55,1120.08,No,SM40504
24-05-2025,14,Kolkata,PUN,G480,Commercial,49.09,17.6,43.11,222.85,0,30.39,6.22,305.46,No,SM27303
30-11-2025,21,Mumbai,MUM,G726,Residential,13.8,3.8,51.38,224.18,0,27.48,8.92,123.13,Yes,SM13027
08-09-2025,9,Kolkata,PUN,G200,Commercial,47.62,16.27,43.01,229.36,0,25.7,6.53,311.11,No,SM34577
28-01-2025,7,Chandigarh,CHD,G465,Industrial,150.77,70.67,60.08,234.79,0,28.75,5.66,853.32,No,SM37001
21-03-2025,3,Ahmedabad,AMD,G244,Residential,5.85,3.15,37.59,228.75,0,34.98,6.12,35.81,No,SM87839
04-12-2025,3,Bangalore,BLR,G558,Residential,3.92,1.45,57.39,231.2,0,28.23,6.85,26.86,No,SM92346
17-03-2025,9,Ahmedabad,AMD,G932,Commercial,27.43,14.07,53.74,221.7,0,30.85,5.89,161.5,No,SM35231
20-08-2025,8,Hyderabad,HYD,G107,Residential,3.47,1.9,52.35,220.69,0,25.35,7.05,24.47,No,SM57898
13-06-2025,10,Chandigarh,CHD,G761,Industrial,106.59,46.18,46.66,234.59,0,22.34,6.36,678.33,No,SM71899
19-05-2025,2,Chennai,CHE,G486,Commercial,41.61,17.54,46.16,220.42,0,33.5,7.85,326.45,No,SM97410
02-03-2025,1,Chennai,CHE,G313,Commercial,10.65,5.18,58.06,220.43,0,35.38,7.66,81.6,No,SM80193
10-08-2025,3,Kolkata,PUN,G678,Commercial,18.28,5.67,60.77,221.81,0,30.68,6.55,119.69,No,SM26947
10-06-2025,10,Ahmedabad,AMD,G762,Residential,3.84,2.21,48.38,229.68,0,32.9,6.48,24.88,No,SM78325
08-09-2025,20,Delhi,DEL,G607,Industrial,274.32,99.99,68.43,223.15,0,30.85,7.92,2173.45,Yes,SM39691
21-04-2025,19,Hyderabad,HYD,G663,Commercial,54.15,26.54,59.41,233.59,0,33.03,6.66,360.68,Yes,SM73711
28-08-2025,23,Mumbai,MUM,G655,Residential,6.26,2.06,58.63,224.64,0,29.35,9.4,58.89,No,SM20745
04-01-2025,6,Bangalore,BLR,G318,Commercial,40.81,23.79,58.08,233.11,0,30.23,7.25,295.81,No,SM40375
21-02-2025,14,Mumbai,MUM,G289,Industrial,104.72,34.65,68.47,227.88,0,31.36,8.9,932.46,No,SM33883
21-08-2025,21,Kolkata,PUN,G386,Industrial,243.83,65.94,72.89,232.38,0,24.67,6.29,1532.94,Yes,SM53955
18-07-2025,21,Kolkata,PUN,G732,Commercial,37.47,13.21,59.7,231.03,0,24.31,6.45,241.52,Yes,SM12527
30-11-2025,18,Hyderabad,HYD,G834,Commercial,70.88,27.88,44.09,227.79,0,25.62,7.38,523.18,Yes,SM27457
29-10-2025,20,Kolkata,PUN,G831,Commercial,29.35,8.33,47.82,220.33,0,26.33,6.38,187.29,Yes,SM24440
05-03-2025,5,Kolkata,PUN,G887,Commercial,19.95,6.55,54.98,228.39,0,31.6,6.21,124.01,No,SM72544
22-07-2025,19,Chandigarh,CHD,G103,Residential,10.94,3.68,45.09,227.3,0,27.01,5.63,61.58,Yes,SM72199
20-11-2025,1,Bangalore,BLR,G965,Industrial,111.81,41.82,66.18,224.5,0,30.63,7.33,819.6,No,SM54193
18-02-2025,8,Hyderabad,HYD,G403,Industrial,93.06,37.38,64.31,230.27,0,26.2,7.43,691.36,No,SM45197
02-08-2025,2,Kolkata,PUN,G394,Industrial,50.2,19.87,40,229.35,0,31.41,6.32,317.34,No,SM43160
01-06-2025,9,Chandigarh,CHD,G229,Residential,5.79,1.73,44.58,234.24,0,26.77,6.02,34.86,No,SM64186
02-01-2025,2,Kolkata,PUN,G443,Residential,4.03,1.22,59.39,232.46,0,25.22,6.72,27.12,No,SM75314
20-10-2025,1,Chennai,CHE,G119,Industrial,66.95,30.35,38.69,223.94,0,28.37,7.41,496.11,No,SM52143
02-12-2025,4,Mumbai,MUM,G405,Commercial,43.47,8.73,46.35,234.23,0,26.82,8.76,380.74,No,SM43053
27-08-2025,3,Chandigarh,CHD,G254,Industrial,52.68,24.36,35.27,226.54,0,24.85,6.41,337.59,No,SM52376
18-02-2025,13,Kolkata,PUN,G133,Commercial,12.69,3.61,46.32,224.79,0,31.69,6.67,84.69,No,SM48628
26-01-2025,18,Bangalore,BLR,G474,Residential,20.35,10.86,42.04,222.88,0,22.3,6.73,136.94,Yes,SM14655
30-05-2025,6,Chandigarh,CHD,G238,Residential,8.8,3.25,36.88,230.69,0,27.57,6.29,55.38,No,SM69103
02-09-2025,3,Bangalore,BLR,G267,Residential,6.39,2.76,52.64,228.84,0,29,6.5,41.52,No,SM73098
11-04-2025,21,Mumbai,MUM,G801,Industrial,400.28,123.55,82.03,225.15,0,29.14,8.64,3459.62,Yes,SM49966
01-07-2025,2,Kolkata,PUN,G441,Industrial,133.32,33.93,54.89,233.69,0,31.15,6.39,851.5,No,SM68614
24-12-2025,20,Ahmedabad,AMD,G809,Industrial,301.83,175.48,63.18,226.29,0,27.81,6.11,1845.68,Yes,SM42294
05-12-2025,11,Delhi,DEL,G639,Industrial,119.81,41.99,47.98,221.05,0,31.75,8.1,970.37,No,SM91668
03-09-2025,7,Delhi,DEL,G733,Residential,10.63,4.26,44.06,231.66,0,26.03,7.6,80.87,No,SM88749
10-07-2025,6,Chennai,CHE,G993,Commercial,45.48,21.6,50.55,230.65,0,26.25,7.3,332.04,No,SM13714
03-08-2025,3,Delhi,DEL,G458,Commercial,12.81,4.55,54.28,221.04,0,31.5,7.79,99.73,No,SM41496
15-10-2025,8,Chandigarh,CHD,G206,Industrial,92.36,46.12,42.24,229.63,0,28.26,5.65,521.43,No,SM96218
17-03-2025,21,Bangalore,BLR,G891,Commercial,56.25,23.31,64.62,223.92,0,30.85,6.63,372.89,Yes,SM14504
31-08-2025,14,Bangalore,BLR,G536,Commercial,39.53,17.71,56.95,229.1,0,22.24,6.6,260.76,No,SM70158
20-01-2025,15,Hyderabad,HYD,G514,Industrial,143.02,75.29,63.3,227.88,0,27.63,7.16,1024.3,No,SM60670
04-04-2025,0,Ahmedabad,AMD,G200,Residential,5.19,2.78,48.52,226.24,0,31.69,6.16,31.96,No,SM61405
01-12-2025,4,Delhi,DEL,G742,Industrial,76.76,26.22,48.68,229.44,1,25.41,8.02,615.47,No,SM53596
29-08-2025,5,Chennai,CHE,G264,Commercial,12.72,6.41,54.27,224.99,0,28.61,7.92,100.75,No,SM81698
18-10-2025,6,Ahmedabad,AMD,G217,Commercial,16.12,9.76,33.61,223.34,0,30.87,6.38,102.91,No,SM25901
09-09-2025,10,Delhi,DEL,G563,Residential,12.31,4.43,33.23,223.95,0,32.31,7.54,92.86,No,SM42383
19-01-2025,9,Ahmedabad,AMD,G534,Industrial,168.01,121.36,60.8,232.44,0,35.76,5.96,1000.98,No,SM13807
18-12-2025,8,Hyderabad,HYD,G650,Residential,9.31,5.15,50.93,229.31,0,31.88,7.46,69.47,No,SM25220
01-04-2025,7,Hyderabad,HYD,G704,Industrial,143.49,59.38,50.35,226.77,0,30.35,6.86,984.31,No,SM90139
23-04-2025,22,Chandigarh,CHD,G430,Industrial,129.91,50.51,54.99,227.57,0,27.09,5.79,752.19,Yes,SM51912
08-10-2025,8,Hyderabad,HYD,G831,Residential,7.2,3.43,38.72,231.32,0,31.48,6.86,49.37,No,SM39038
08-01-2025,2,Ahmedabad,AMD,G246,Industrial,87.88,43.23,56.79,222.67,0,31,6.34,556.75,No,SM38663
22-08-2025,3,Chennai,CHE,G971,Residential,7.11,3.43,47.71,226.13,0,28.9,7.02,49.93,No,SM28725
20-01-2025,23,Ahmedabad,AMD,G641,Residential,6.02,4,40.6,226.25,0,33.8,6.27,37.76,No,SM72843
12-04-2025,21,Mumbai,MUM,G220,Commercial,39.75,12.14,61.97,220.62,0,32.97,8.51,338.26,Yes,SM97677
25-02-2025,11,Mumbai,MUM,G603,Residential,5.5,1.39,50.55,234.35,0,32.62,9.42,51.81,No,SM55683
27-09-2025,14,Hyderabad,HYD,G414,Industrial,110.73,44.71,46.07,223.85,0,30.75,7.29,807.06,No,SM47400
26-12-2025,1,Kolkata,PUN,G273,Commercial,12.43,4.61,48.3,225.73,0,27.96,6.54,81.23,No,SM36593
23-06-2025,11,Delhi,DEL,G966,Industrial,316.39,129.12,69.64,234.24,0,30.01,8.37,2646.71,No,SM61844
19-06-2025,18,Mumbai,MUM,G620,Industrial,505.55,98.07,100,231.62,0,31.31,9.01,4552.79,Yes,SM88608
20-01-2025,16,Chennai,CHE,G631,Industrial,190.75,74.05,63.07,226.86,0,35.21,7.86,1499.07,No,SM26033
25-08-2025,22,Delhi,DEL,G506,Industrial,177.95,36.91,59.8,229.63,0,26.88,8.05,1433.2,Yes,SM61838
12-11-2025,6,Mumbai,MUM,G668,Residential,9.61,2.7,48.96,224.5,0,34.66,8.91,85.63,No,SM31612
20-10-2025,1,Kolkata,PUN,G793,Industrial,56.83,15.8,52.62,229.27,0,31.43,6.58,374.19,No,SM37739
04-06-2025,0,Delhi,DEL,G479,Industrial,110.51,35.62,42.05,220.36,0,26.38,7.61,841.17,No,SM65581
14-03-2025,3,Bangalore,BLR,G608,Commercial,29.96,10.11,39,227.92,0,27.97,7.08,212.16,No,SM18181
04-03-2025,1,Bangalore,BLR,G106,Residential,4.78,2.35,30.48,224.28,0,24.22,7.43,35.55,No,SM43891
14-03-2025,22,Bangalore,BLR,G993,Industrial,169.85,95.77,69.99,222.39,0,24.26,7.39,1255.63,Yes,SM16130
19-01-2025,11,Bangalore,BLR,G720,Residential,8.68,4.25,55.87,226.66,0,27.95,6.74,58.46,No,SM41625
27-12-2025,20,Hyderabad,HYD,G776,Residential,21.58,9.45,39.16,232.52,0,24.27,7.37,158.98,Yes,SM33269
25-04-2025,6,Chandigarh,CHD,G850,Commercial,23.4,12.24,54.34,223.76,0,24.09,6.09,142.4,No,SM67698
03-08-2025,8,Delhi,DEL,G498,Industrial,99.47,32.18,45.95,230.07,0,32.47,7.54,750.27,No,SM64398
29-01-2025,23,Hyderabad,HYD,G385,Commercial,58.7,30.04,64.87,229.69,0,24.96,6.55,384.21,No,SM13835
01-08-2025,16,Chennai,CHE,G144,Commercial,49.19,24.05,45.92,232.6,0,31.51,7.66,376.73,No,SM84983
10-03-2025,0,Delhi,DEL,G115,Residential,7.51,2.93,51.75,220.51,0,26.11,7.72,57.94,No,SM94084
04-12-2025,8,Kolkata,PUN,G779,Industrial,173.96,67.02,65.18,224.56,0,24.76,6.64,1155.74,No,SM18361
19-07-2025,18,Chennai,CHE,G748,Industrial,439.79,231.98,88.98,234.91,0,31.03,7.87,3462.62,Yes,SM70999
29-09-2025,5,Chandigarh,CHD,G364,Residential,4.86,1.82,33.49,233.94,0,27.09,5.96,28.97,No,SM15090
20-04-2025,0,Chandigarh,CHD,G211,Industrial,92.32,30.96,46.23,234,0,23.71,5.87,542.24,No,SM53883
13-01-2025,22,Kolkata,PUN,G574,Commercial,77.19,25.76,41.41,222.11,0,23.12,6.25,482.38,Yes,SM20837
17-03-2025,2,Bangalore,BLR,G764,Commercial,30.6,11.83,53.06,234.6,0,24.94,6.73,205.81,No,SM46631
07-09-2025,14,Chandigarh,CHD,G301,Residential,7.23,2.77,42.72,222.24,0,21.85,6.16,44.51,No,SM77133
14-09-2025,6,Chennai,CHE,G443,Industrial,148.47,65.31,69.85,220.32,0,33.18,7.18,1066.33,No,SM36056
05-09-2025,3,Chandigarh,CHD,G441,Industrial,42.52,21.66,38.25,225.48,0,28.13,5.68,241.35,No,SM77755
09-10-2025,18,Bangalore,BLR,G734,Industrial,333.38,152.4,79.34,231.93,0,21.39,6.61,2202.7,Yes,SM98441
22-10-2025,4,Ahmedabad,AMD,G583,Industrial,84.85,59.65,46.48,228.63,0,27.15,6.14,520.92,No,SM90321
23-08-2025,8,Delhi,DEL,G473,Industrial,170.23,52.16,48.02,226.33,1,23.13,7.56,1286.95,No,SM38842
10-02-2025,20,Chennai,CHE,G772,Industrial,388.28,195.22,89.83,228.56,0,32.42,7.71,2992.2,Yes,SM46558
02-11-2025,5,Ahmedabad,AMD,G822,Commercial,9.71,5.01,35.97,221.64,0,30.12,6.05,58.76,No,SM63722
12-09-2025,22,Bangalore,BLR,G147,Commercial,82.33,45.07,57.23,223.14,0,27.16,7.37,606.38,Yes,SM80719
15-11-2025,17,Chennai,CHE,G968,Commercial,13.13,5.16,41.31,229.22,0,33.25,7.23,94.96,No,SM23302
08-03-2025,3,Bangalore,BLR,G436,Residential,5.34,1.86,43.53,223.95,0,30.03,6.82,36.42,No,SM63431
23-06-2025,2,Mumbai,MUM,G733,Residential,8.11,1.51,58.81,231.13,0,25.34,9.1,73.84,No,SM32597
14-06-2025,1,Delhi,DEL,G949,Commercial,42.96,11.24,36.3,220.22,0,31.3,8.15,350.2,No,SM86597
02-04-2025,4,Delhi,DEL,G250,Residential,2.34,0.92,58.23,231.38,0,28.05,7.82,18.31,No,SM46479
01-12-2025,17,Ahmedabad,AMD,G377,Commercial,18.89,12.54,56.89,222.85,0,36.15,5.58,105.36,No,SM81347
19-09-2025,9,Ahmedabad,AMD,G131,Commercial,36.64,13.23,60.66,223.48,0,30.39,5.77,211.5,No,SM36458
08-10-2025,21,Bangalore,BLR,G189,Commercial,87.32,49.38,39.73,231.11,0,25.15,6.5,567.98,Yes,SM75757
29-06-2025,11,Mumbai,MUM,G551,Commercial,46.94,12.12,53.69,226.09,0,27.8,8.51,399.31,No,SM67025
23-10-2025,9,Kolkata,PUN,G813,Commercial,28.12,10.13,40,224.98,0,27.66,6.6,185.48,No,SM64492
14-10-2025,0,Hyderabad,HYD,G315,Industrial,64.08,29.37,53.41,222.07,0,27.33,7.2,461.26,No,SM95676
18-04-2025,5,Delhi,DEL,G445,Industrial,118.8,35.84,46.88,229.23,0,28.95,7.65,909.26,No,SM41501
05-02-2025,4,Hyderabad,HYD,G929,Commercial,10.87,5.34,55.09,221.12,0,32.24,6.87,74.63,No,SM35844
24-05-2025,10,Chennai,CHE,G888,Commercial,79.29,33.17,48.93,227.23,0,33.69,7.46,591.68,No,SM62578
07-08-2025,21,Hyderabad,HYD,G369,Residential,15.88,7.03,32.59,229.62,0,28.3,6.68,106.04,Yes,SM26235
17-01-2025,18,Bangalore,BLR,G447,Commercial,54.62,27.42,56.46,231.9,0,21.06,7.02,383.35,Yes,SM80157
